Country Name,Country Code,oecd_edu_population_to_primary,oecd_edu_population_to_tertiary,oecd_edu_population_to_secondary,oecd_gdp,oecd_gdp_per_cap,un_edu_primary_complete,un_edu_primary_enroll,un_edu_secondary_enroll,un_edu_tertiary_enroll,un_gdp_per_cap,un_urban_ratio,wb_edu_literacy_adult,wb_edu_literacy_youth,wb_edu_primary_complete,wb_edu_primary_enroll,wb_edu_secondary_enroll,wb_edu_tertiary_enroll,wb_gdp_per_cap,wb_gdp,wb_gdp_per_cap_ppp,wb_gdp_ppp,wb_urban_density,wb_urban_largest_city_ratio,wb_urban_big_city_ratio,wb_urban_population_ratio
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,96.268013,99.13571167,97.35095978,95.86588,78.46543,48.52154922,20751800000000.0,9771.648206,15263.9049252225,32268039759530.8,132.0848031,7.59267946,,58.37462346
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,73.08999634,91.51000214,104.6092987,97.03257,82.77635,38.90494919,404143000000.0,3698.834981,,,107.9563353,45.53034354,24.44015989,42.862
Euro area,EMU,,,,,,,,,,,,,,96.44207001,97.44854,90.60507,78.43361664,14563300000000.0,42450.15377,47146.7735217412,16157593197193.5,127.9538718,15.76101055,19.71418928,77.69989257
Europe & Central Asia,ECS,,,,,,,,,,,,98.25228882,99.69818878,98.67086029,94.87481,89.92563,76.28720856,25082800000000.0,27152.47123,35860.6268150762,33098499186254.4,33.63621657,16.97367702,20.88984829,72.82241603
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,99.19200897,99.81247711,99.75395966,92.15259,88.43456,76.22438812,4550390000000.0,9842.052265,,,20.09786369,17.50468561,21.25256521,66.84828888
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,99.14138031,99.82337952,100.6910095,91.81915,88.08639,77.76480865,3517370000000.0,8758.938553,22651.2777779461,9080806497508.55,17.89615446,18.2081735,23.5778623,68.17402419
European Union,EUU,,,,,,,,,,,,,,96.46234894,96.79802,91.46641,75.10334778,17177400000000.0,38411.06278,44817.4260078178,20054879067543.3,112.0225221,15.96009625,17.65658372,75.19757128
Fragile and conflict affected situations,FCS,,,,,,,,,,,,65.08299255,74.00283813,72.80283356,77.02801,37.62826,15.35962009,1799020000000.0,1796.396294,4674.02685747001,4491555438365.26,47.88739949,23.15269531,15.71868146,44.03931715
"Gambia, The",GMB,,,,,,,,,,,,58.06000137,73.41999817,85.16638184,76.81635,,,2038417462.0,772.1523951,,,254.347332,27.5199999,,63.222
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,63.94654846,75.14965057,70.21720123,80.40995,32.8487,9.522399902,891901000000.0,1035.701648,2680.07560220048,2206988758742.92,43.2109697,31.44541739,14.3008119,37.51579432
High income,HIC,,,,,,,,,,,,,,98.79612732,96.15167,90.81931,79.55541992,59829700000000.0,48225.24121,50452.4219022845,62595539203840.3,35.20689991,19.40941253,,81.46745381
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,100.7453003,95.45476,96.14117,88.44268799,369176000000.0,49800.54241,58980.0110511236,441229462673.456,7124.761905,100.0,100.0,100.0
IBRD only,IBD,,,,,,,,,,,,89.58325195,96.29110718,96.1567688,94.32971,73.57131,45.01419067,35511400000000.0,7221.406351,13814.6593534467,67173041068647.4,68.80420797,12.40590665,24.25304682,56.71862733
IDA & IBRD total,IBT,,,,,,,,,,,,84.74362946,90.87985992,89.41259766,88.61307,63.32784,35.37023163,38062800000000.0,5684.927074,11250.0144880235,73924443240322.7,68.97437073,15.16655187,21.85798301,51.90466941
IDA blend,IDB,,,,,,,,,,,,66.76564026,78.11421204,77.9258728,,44.93787,11.54039955,1096480000000.0,1842.771049,5225.87515939429,3000483976813.44,132.8820119,18.33974499,,43.65376765
IDA only,IDX,,,,,,,,,,,,67.7516098,79.528862,76.01110077,81.34393,39.94525,12.53606033,1456250000000.0,1231.126624,3336.29868932102,3784856007620.39,55.98560133,31.40430662,13.3652197,36.01803135
IDA total,IDA,,,,,,,,,,,,67.42095184,79.06240082,76.65873718,,41.64309,12.20800972,2549110000000.0,1433.795141,3960.34015955789,6766663841789.21,69.45757456,26.45285585,14.93722074,38.57611226
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,88.73999786,98.72000122,101.0606766,99.70291,81.37533,58.2224884,359713000000.0,4091.209187,,,53.79981079,13.79365235,25.2004858,76.345
Isle of Man,IMN,,,,,,,,,,,,,,,,,,7315388052.0,87157.47146,,,147.4491228,,,53.076
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,99.99819183,99.99964142,,,,26.83499908,,,,,214.8282286,19.10410163,11.96719117,62.642
Kyrgyz Republic,KGZ,,,,,,,,,,,,99.59999847,99.69999695,102.401001,89.85774,84.38733,53.46358871,8543423503.0,1276.700365,4985.02955528531,32800995970.8218,34.30604797,42.64785158,,37.146
Lao PDR,LAO,,,,,,,,,,,,87.06999969,94.26000214,88.19730377,91.46712,60.0122,12.97736168,18827148510.0,2535.623432,8238.4945676447,59939628582.5948,31.71316724,25.28834283,,36.939
Late-demographic dividend,LTE,,,,,,,,,,,,96.440979,99.49775696,97.49597931,96.50654,82.59895,56.15908051,26622100000000.0,11465.85777,18415.062822688,42664083897074.9,52.00180046,10.28178603,29.3391337,64.87611342
Latin America & Caribbean,LCN,,,,,,,,,,,,94.11495209,98.51519775,99.35275269,93.71661,77.50429,54.42301941,5454430000000.0,8327.60519,15685.2357925303,10232502925955.3,32.46347703,23.20363911,38.59150451,81.37703497
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,93.81555176,98.5043335,99.76486969,93.80971,77.29944,52.02190018,4585100000000.0,7728.033309,15028.1176057771,8880538456113.94,32.46509446,22.30514779,38.61356466,80.88540269
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,94.01081085,98.5178833,99.3955307,93.75228,77.43196,54.42367935,5183130000000.0,8108.91587,,,31.87190988,22.84531802,38.7520276,81.4068572
Least developed countries: UN classification,LDC,,,,,,,,,,,,65.69664001,78.33267975,73.89952087,80.77344,38.05158,11.3269701,1280910000000.0,1164.918316,3263.07536442793,3449498165493.04,52.63930013,32.57865291,13.11920638,35.2686897
Low & middle income,LMY,,,,,,,,,,,,84.57289124,90.81564331,89.39433289,88.60731,63.29202,34.78401184,36370600000000.0,5494.396981,10894.5734914349,70758209174594.1,69.80781297,15.05512383,21.82692991,51.65712352
Low income,LIC,,,,,,,,,,,,60.85430908,72.49906158,68.43073273,80.80115,33.57867,9.252699852,562978000000.0,783.813167,2087.65612106923,1426981832613.91,44.43677551,31.76053901,12.17310725,34.40694877
Lower middle income,LMC,,,,,,,,,,,,78.79068756,90.81028748,91.58442688,86.9201,59.91367,26.61288071,8742530000000.0,2572.705144,7381.26150782862,24496060205249.5,135.1440262,15.98767728,16.7412738,42.99716511
"Macao SAR, China",MAC,,,,,,,,,,,,97.11000061,99.79000092,100.6617432,96.39553,86.42111,132.4872131,30123914809.0,43873.59116,60890.5490558431,39538790905.0193,20555.71429,96.39255061,,100.0
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,88.43566132,85.45699,,,404028900.0,3571.336769,,,160.1514286,,,23.068
Middle East & North Africa,MEA,,,,,,,,,,,,79.73738098,90.38934326,93.72573853,93.71546,72.89887,40.96601105,3679840000000.0,7569.089437,16587.0970165313,7705409359479.36,42.78880519,25.13587472,25.37038012,65.80629358
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,76.30580902,89.08476257,92.74638367,93.3991,70.25002,38.00452042,1475710000000.0,3572.065525,,,47.1682934,22.94491475,21.19143419,62.02650425
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,76.5497818,89.24511719,92.89875031,93.41539,70.61009,38.08557892,1493750000000.0,3573.165173,11009.5569009084,4361412218680.64,47.69167476,22.89291544,21.19143419,62.2028612
Middle income,MIC,,,,,,,,,,,,86.74009705,93.56302643,93.06098175,90.26697,68.12466,38.14780045,35845100000000.0,6074.084921,11937.8214735074,69374014111757.5,74.91804874,13.86360472,22.9635883,53.75729235
North America,NAC,,,,,,,,,,,,,,100.6517029,95.17325,93.06775,86.79724121,25310700000000.0,68369.66279,61337.1566078688,22670346613258.2,20.4052819,8.187668241,46.67274399,82.74991533
North Macedonia,MKD,,,,,,,,,,,,,,94.8300705,94.8883,,43.01728821,13825049832.0,6694.641126,16719.6900959522,34652076034.2539,82.17807296,49.48232474,,58.786
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,,,,,,,,,,,,,,99.33078003,95.5958,89.36801,77.97226715,58268400000000.0,42446.85932,44813.2487336865,61527703253839.9,38.58900225,18.09181593,37.75389897,81.23941843
Other small states,OSS,,,,,,,,,,,,85.3736496,90.64205933,85.69271851,85.41373,54.02025,21.93185043,453948000000.0,13878.81484,22278.4211663768,711347336710.292,15.9390293,,,63.15188907
Pacific island small states,PSS,,,,,,,,,,,,90.93675995,97.00234222,96.35453033,83.8887,,23.27596092,9481916212.0,3643.845437,6761.86168432751,17100464201.4735,40.01276695,,,39.31228847
Post-demographic dividend,PST,,,,,,,,,,,,,,99.11543274,96.22047,90.7899,81.09262848,54972700000000.0,49223.59503,49487.6012446518,55291409083686.4,35.64950775,17.42343902,37.42630731,81.85194903
Pre-demographic dividend,PRE,,,,,,,,,,,,63.84856033,74.02867126,69.70471191,76.64759,35.01341,9.100110054,1434260000000.0,1418.593326,3560.04552477006,3456076784009.7,48.46269902,27.86343284,16.2890343,43.03137965
Small states,SST,,,,,,,,,,,,86.77744293,92.19528961,87.47711945,85.68541,58.13102,22.24872017,538706000000.0,12588.92779,20168.26203493,845072969399.667,16.95327258,,,59.71433952
South Asia,SAS,,,,,,,,,,,,73.28027344,89.60346985,92.23265839,87.76227,60.5279,25.84456062,4088770000000.0,2149.821595,6297.75887683319,11694197630430.8,394.6507887,11.28416735,16.19137435,35.35192499
South Asia (IDA & IBRD),TSA,,,,,,,,,,,,73.28027344,89.60346985,92.23265839,87.76227,60.5279,25.84456062,4088770000000.0,2149.821595,6297.75887683319,11694197630430.8,394.6507887,11.28416735,16.19137435,35.35192499
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,120.7920837,93.7852,98.00256,86.68148804,860840740.7,18082.61019,25639.2395986635,1363802432.73211,183.2384615,,,30.906
St. Lucia,LCA,,,,,,,,,,,,,,100.363472,95.39814,81.31252,16.35507965,1691275157.0,9414.226231,12708.7945142816,2333703227.86302,293.8311475,,,18.94
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,651.06,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,115.630661,93.58439,89.47196,8.471161842,904181492.8,8666.387041,13402.579535245,1486975991.69683,268.2871795,,,53.452
Sub-Saharan Africa,SSF,,,,,,,,,,,,67.27390289,77.32067108,71.22844696,,35.58426,9.818630219,1929050000000.0,1633.180754,3894.15390867219,4423940989300.69,48.18998009,26.08884931,15.836758,41.83005311
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,67.27390289,77.32067108,71.22844696,,35.58426,9.818630219,1929050000000.0,1633.180754,,,48.18998009,26.08884931,15.836758,41.83005311
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,67.27060699,77.31944275,71.22675323,,35.58147,9.818309784,1927600000000.0,1632.087531,3892.03546371227,4421151119140.12,48.18678656,26.08884931,15.836758,41.82869652
Tanzania,TZA,,,,,,,,,,,,81.80000305,88.09999847,68.73860931,81.32921,26.54777,7.830719948,67841049193.0,1099.287598,2779.68359375,161155712546.083,69.65965003,30.82286097,12.94090045,35.954
Upper middle income,UMC,,,,,,,,,,,,95.94558716,98.44789886,95.87510681,95.47259,82.24137,57.99573898,27104100000000.0,10828.05069,17992.6421018029,44848408837754.6,46.83663046,12.04768702,31.32526857,68.37536877
"Venezuela, RB",VEN,,,,,,,,,,,,97.5,98.69999695,92.58873749,87.39174,73.24477,,,,,,32.30026983,11.82717694,34.11576019,88.325
Vietnam,VNM,,,,,,,,,,,,95.7538681,98.62545776,110.0212097,,,35.39999008,366138000000.0,3756.489121,10904.4521455449,1061423920238.65,308.3591021,23.82823759,18.37896301,38.052
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,4204000000.0,39552.1686,,,303.6857143,,,96.04
West Bank and Gaza,PSE,,,,,,,,,,,,97.5144577,99.23235321,96.60415649,94.84281,87.22641,42.67906952,18036800000.0,3663.969055,5698.41205720855,27371005983.616,797.8852159,19.37779239,,77.003
World,WLD,,,,,,,,,,,,86.8143692,91.80999756,90.40921021,89.4124,66.27183,40.31787109,96527400000000.0,12236.61574,17223.9755160172,133725786767253.0,60.17073367,16.02235322,24.48018971,56.47754139
"Yemen, Rep.",YEM,,,,,,,,,,,,,,72.30039215,84.16556,47.59088,,21606161066.0,701.7148778,,,61.1475008,24.18966479,9.32414794,38.546
